timestamp,voltage,current,power,energy_Wh,label,anomaly_type
2025-11-18 18:51:06,230.2483570765056,0.98352129026056,226.45416123225894,0.06290393367562748,0,normal
2025-11-18 18:51:07,229.9308678494144,0.9856178109710163,226.62395864440586,0.12585503329907355,0,normal
2025-11-18 18:51:08,230.32384426905034,1.0409962419157186,239.76625630766262,0.19245677116231316,0,normal
2025-11-18 18:51:09,230.761514928204,1.0000136563791497,230.76466629494504,0.25655806735535347,0,normal
2025-11-18 18:51:10,229.88292331263833,1.0156426000306291,233.47888993588973,0.3214133145597673,0,normal
2025-11-18 18:51:11,229.88293152152542,0.9841820123666489,226.24664615359944,0.38425960515798935,0,normal
2025-11-18 18:51:12,230.7896064077537,0.9844029410755673,227.18996731746532,0.4473679294128408,0,normal
2025-11-18 18:51:13,230.38371736457646,1.021639696184999,235.36915101431654,0.5127482491390398,0,normal
2025-11-18 18:51:14,229.7652628070325,0.9730084757689693,223.56354814852736,0.5748492347358529,0,normal
2025-11-18 18:51:15,230.271280021793,0.9916957246418946,228.35904390542862,0.6382823024873608,0,normal
2025-11-18 18:51:16,229.76829115359376,1.0006805482214447,229.92465955548272,0.702150263474995,0,normal
2025-11-18 18:51:17,229.76713512321487,1.002227452036801,230.27893039633503,0.7661166330295325,0,normal
2025-11-18 18:51:18,230.120981135783,0.9964181342996768,229.29671868652804,0.8298101659980125,0,normal
2025-11-18 18:51:19,229.0433598776711,1.0079163956219184,230.85655772903615,0.8939369875894114,0,normal
2025-11-18 18:51:20,229.13754108374349,1.0138571151163562,232.31272636801972,0.9584683004694169,0,normal
2025-11-18 18:51:21,229.71885623537952,1.0146927509091865,233.0940581691892,1.0232166499608584,0,normal
2025-11-18 18:51:22,229.4935844398328,0.9802839238266434,224.96887144772043,1.0857080031407809,0,normal
2025-11-18 18:51:23,230.15712366629765,0.9943168980414241,228.84911726600953,1.149277202381339,0,normal
2025-11-18 18:51:24,229.5459879622394,1.0238952572375388,235.0310483924421,1.214563604712573,0,normal
2025-11-18 18:51:25,229.29384814933235,1.0178929437514774,233.39659007682815,1.2793959908450252,0,normal
2025-11-18 18:51:26,230.73282438446077,0.9725428109703788,224.39754960999824,1.341728643514469,0,normal
2025-11-18 18:51:27,229.88711184975674,1.007029598007044,231.5031258330609,1.406035067356986,0,normal
2025-11-18 18:51:28,230.03376410234395,0.9604354950125038,220.93259209522424,1.4674052318278816,0,normal
2025-11-18 18:51:29,229.28762590689328,1.0009386980412074,229.5028577522052,1.5311560256479386,0,normal
2025-11-18 18:51:30,229.7278086377374,1.0379553403349195,238.447205798978,1.597391360592099,0,normal
2025-11-18 18:51:31,230.05546129485492,0.9810421456546202,225.69410336826792,1.6600841670832847,0,normal
2025-11-18 18:51:32,229.42450321128885,0.9833135390901684,225.59622020669613,1.7227497838073669,0,normal
2025-11-18 18:51:33,230.18784900917282,1.0152805956314572,233.70525644915693,1.7876679105987994,0,normal
2025-11-18 18:51:34,229.6996806550406,0.9691439696958071,222.61206034788523,1.8495045940287673,0,normal
2025-11-18 18:51:35,229.85415312510335,0.9873448994022992,226.94532569450584,1.9125449622772412,0,normal
2025-11-18 18:51:36,229.6991466938853,1.011928822751635,232.43918710099845,1.9771114031386297,0,normal
2025-11-18 18:51:37,230.92613909225446,0.9873142830462119,227.99667545449904,2.040443812987102,0,normal
2025-11-18 18:51:38,229.99325138763103,0.9952806002557806,228.90782129586006,2.1040293189026187,0,normal
2025-11-18 18:51:39,229.47114453552206,1.0148837142063007,232.8865274693815,2.168720020977447,0,normal
2025-11-18 18:51:40,230.4112724560516,1.0084309216707312,232.35385184618207,2.2332627576013864,0,normal
2025-11-18 18:51:41,229.3895781750145,1.005336367925908,230.6136853625252,2.297322114646532,0,normal
2025-11-18 18:51:42,230.10443179750237,0.9932175544145992,228.54376100987625,2.3608064927048313,0,normal
2025-11-18 18:51:43,229.0201649380601,1.0074012223053792,230.7151940911813,2.424894046619048,0,normal
2025-11-18 18:51:44,229.33590697555078,0.9975253463980048,228.7683800472869,2.488440818854406,0,normal
2025-11-18 18:51:45,230.09843061793455,1.0091561121985158,232.20523766537477,2.5529422737614547,0,normal
2025-11-18 18:51:46,230.3692332899977,0.9900613594976404,228.0796762975242,2.6162977393996556,0,normal
2025-11-18 18:51:47,230.085684140595,0.9963486205124091,229.2455539931357,2.6799770599533046,0,normal
2025-11-18 18:51:48,229.94217585880588,0.9802008441489597,225.38951488225007,2.7425852585317076,0,normal
2025-11-18 18:51:49,229.84944815220535,0.9992998477998752,229.68851855538412,2.806387624797092,0,normal
2025-11-18 18:51:50,229.2607390048163,0.9837799827274231,225.5421258582344,2.869038215313268,0,normal
2025-11-18 18:51:51,229.64007789580265,0.9777190709967601,224.5234836239078,2.931405849653242,0,normal
2025-11-18 18:51:52,229.7696806145201,1.0051732229571078,230.95833040112245,2.995560941431332,0,normal
2025-11-18 18:51:53,230.52856111310945,1.0042547955171532,231.5094130015093,3.0598691117095287,0,normal
2025-11-18 18:51:54,230.17180914478422,1.0156574746989715,233.77571842288518,3.124806811271441,0,normal
2025-11-18 18:51:55,229.11847992231864,0.9913774886084981,227.14290321918483,3.187902062165659,0,normal
2025-11-18 18:51:56,230.1620419846974,1.0081610569367352,232.04040751400976,3.252357730919551,0,normal
2025-11-18 18:51:57,229.80745885979184,1.0110159514454733,232.3390066683989,3.3168963438829953,0,normal
